order_id,order_date,product,region,quantity,unit_price
4001,2024-01-02,Headphones,South,1,150
4002,2024-01-02,Phone,East,3,800
4003,2024-01-02,Tablet,West,3,600
4004,2024-01-02,Printer,East,4,250
4005,2024-01-02,Keyboard,East,4,80
4006,2024-01-02,Laptop,East,3,1200
4007,2024-01-02,Mouse,Central,5,40
4008,2024-01-02,Tablet,North,3,600
4009,2024-01-02,Printer,North,2,250
4010,2024-01-02,Webcam,South,2,90
4011,2024-01-02,Mouse,West,1,40
4012,2024-01-02,Monitor,Central,4,300
4013,2024-01-02,Mouse,South,1,40
4014,2024-01-02,Monitor,West,1,300
4015,2024-01-02,Keyboard,Central,4,80
4016,2024-01-02,Printer,South,3,250
4017,2024-01-02,Mouse,East,4,40
4018,2024-01-02,Speaker,West,3,120
4019,2024-01-02,Keyboard,South,1,80
4020,2024-01-02,Speaker,Central,3,120
4021,2024-01-02,Speaker,North,4,120
4022,2024-01-02,Tablet,Central,3,600
4023,2024-01-02,Keyboard,North,1,80
4024,2024-01-02,Tablet,South,4,600
4025,2024-01-02,Headphones,Central,3,150
4026,2024-01-02,Speaker,Central,2,120
4027,2024-01-02,Keyboard,West,3,80
4028,2024-01-02,Phone,East,1,800
4029,2024-01-02,Tablet,North,2,600
4030,2024-01-02,Keyboard,Central,1,80
4031,2024-01-02,Laptop,West,3,1200
4032,2024-01-02,Laptop,West,3,1200
4033,2024-01-02,Laptop,North,3,1200
4034,2024-01-02,Headphones,East,3,150
4035,2024-01-02,Printer,Central,2,250
4036,2024-01-02,Phone,East,2,800
4037,2024-01-02,Monitor,West,5,300
4038,2024-01-02,Phone,East,2,800
4039,2024-01-02,Laptop,West,3,1200
4040,2024-01-02,Monitor,West,4,300
4041,2024-01-02,Webcam,North,3,90
4042,2024-01-02,Keyboard,Central,3,80
4043,2024-01-02,Headphones,Central,4,150
4044,2024-01-02,Mouse,Central,2,40
4045,2024-01-02,Monitor,East,2,300
4046,2024-01-02,Webcam,Central,2,90
4047,2024-01-02,Keyboard,East,1,80
4048,2024-01-02,Keyboard,Central,4,80
4049,2024-01-02,Printer,South,4,250
4050,2024-01-02,Webcam,North,2,90
4051,2024-01-02,Printer,West,3,250
4052,2024-01-02,Printer,East,4,250
4053,2024-01-02,Mouse,West,4,40
4054,2024-01-02,Webcam,West,4,90
4055,2024-01-02,Laptop,Central,1,1200
4056,2024-01-02,Webcam,North,2,90
4057,2024-01-02,Speaker,East,2,120
4058,2024-01-02,Speaker,Central,3,120
4059,2024-01-02,Headphones,Central,5,150
4060,2024-01-02,Speaker,East,1,120
4061,2024-01-02,Webcam,South,4,90
4062,2024-01-02,Laptop,West,5,1200
4063,2024-01-02,Tablet,North,1,600
4064,2024-01-02,Laptop,East,1,1200
